,0,1,2,3,4,5
0,[10 2 1 6 0 0 0 0 5 3 0 6 2 0 6 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([0.5886214 1.8863105 1.7125622 1.3523513 1.760056  6.       ], shape=(6,), dtype=float32)",0.30000000000000004,[10 3 1 6 5 3 6 0 0 0 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 0.5886214   1.8863105   1.7125622   1.3523513   1.760056    1.7714326
   1.5420004   0.87600386  0.5410183   1.5150486  -0.57505727  2.0981002
   0.37110412  1.8627592   0.7376135   1.322741    1.135979    1.9283102 ]], shape=(1, 18), dtype=float32)"
1,[10 3 1 6 5 3 6 0 0 0 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 0 2],-6.0,[11 1 0 0 0 0 0 1 3 1 6 2 2 0 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.1490245   0.9967796   1.9454857   1.230434    1.2974086   1.1920568
   2.7148771   1.0578713   0.06218509  1.2629633  -0.73555344  0.23274514
   0.86756     1.0158873   2.0488412   2.1719239   0.40906337  1.8113341 ]], shape=(1, 18), dtype=float32)"
2,[11 1 0 0 0 0 0 1 3 1 6 2 2 0 3 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([1.3790593 1.5834614 2.3201346 1.0137128 1.8254083 8.       ], shape=(6,), dtype=float32)",0.5,[11 2 5 2 5 4 6 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.3790593   1.5834614   2.3201346   1.0137128   1.8254083   2.2971857
   1.0084234   0.9420246   0.85235596  1.2930994  -0.33028862  2.2191226
   0.71325606  2.5198822   0.89346045  1.2640797  -0.0786432   0.8935937 ]], shape=(1, 18), dtype=float32)"
3,[11 2 5 2 5 4 6 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 0 6],0.0,[11 3 5 2 5 4 6 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.4723631   1.6198741   2.5201073   1.5628598   1.5146129   1.9034352
   3.2326877   1.4101351   0.20692044  1.2462887  -0.83525836  0.7685726
   0.85943484  1.3731332   2.5565195   2.408267    0.6085876   1.9345107 ]], shape=(1, 18), dtype=float32)"
4,[11 3 5 2 5 4 6 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([1.4377246 1.8024163 2.4274838 1.6248965 1.6208744 1.       ], shape=(6,), dtype=float32)",4.0,[12 1 0 0 0 0 0 5 2 5 4 6 2 2 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.4377246   1.8024163   2.4274838   1.6248965   1.6208744   2.0749283
   3.0621367   1.555141    0.44453183  0.93843967 -0.7839097   0.9606613
   0.95678014  1.3550947   2.6568525   2.4452631   0.5744015   1.892564  ]], shape=(1, 18), dtype=float32)"
5,[12 1 0 0 0 0 0 5 2 5 4 6 2 2 3 0 0 0 0 0 0 0 0 0 0],[ 0  1  0  0  0 11],0.1,[12 2 2 0 0 0 0 5 0 6 2 2 2 2 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[1.3916857  1.3336188  1.9710628  1.1657928  2.6560986  2.7627895
  1.49188    1.3851671  1.9673907  1.847123   0.0699332  2.707797
  0.71846175 1.7888029  0.5295648  0.54931194 0.9414377  1.4381117 ]], shape=(1, 18), dtype=float32)"
6,[12 2 2 0 0 0 0 5 0 6 2 2 2 2 3 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([1.4863522  0.6896205  1.9218271  0.69424546 2.4943054  6.        ], shape=(6,), dtype=float32)",0.30000000000000004,[12 3 2 5 6 2 0 0 0 0 4 0 2 2 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[1.4863522  0.6896205  1.9218271  0.69424546 2.4943054  2.4779532
  1.458007   1.790523   1.662244   1.4950824  0.2729303  2.5305812
  1.0693448  1.2377404  0.58747643 0.3297012  1.2310785  1.3095851 ]], shape=(1, 18), dtype=float32)"
7,[12 3 2 5 6 2 0 0 0 0 4 0 2 2 3 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([1.2494413 1.958667  2.5741649 1.8824251 2.363266  0.       ], shape=(6,), dtype=float32)",-2.0,[13 1 0 0 0 0 0 4 2 4 3 2 0 2 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.2494413   1.958667    2.5741649   1.8824251   2.363266    2.7278478
   2.178118    1.1131028   0.7340671   0.8548898  -1.1996323   1.8639272
   1.0282872   2.2872941   2.2167876   2.5642853   0.48112836  2.2508829 ]], shape=(1, 18), dtype=float32)"
8,[13 1 0 0 0 0 0 4 2 4 3 2 0 2 3 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([1.4816728 1.3403606 2.268984  0.9033928 2.5043118 6.       ], shape=(6,), dtype=float32)",0.5,[13 2 3 3 4 1 6 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.4816728   1.3403606   2.268984    0.9033928   2.5043118   2.5707755
   1.3785462   1.56177     1.546604    1.784278   -0.11756316  2.7113686
   1.0328128   2.1686807   0.59135646  0.6582843   0.8447511   1.563358  ]], shape=(1, 18), dtype=float32)"
9,[13 2 3 3 4 1 6 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([1.3895298 1.6505407 2.3775349 1.3202595 1.7775489 1.       ], shape=(6,), dtype=float32)",0.0,[13 3 3 3 4 1 6 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.3895298   1.6505407   2.3775349   1.3202595   1.7775489   2.2131038
   2.5708175   0.9434144   0.5558134   1.1283569  -0.2763808   0.87653524
   1.1224755   1.8690501   1.7844356   1.855362    0.49852622  2.0541227 ]], shape=(1, 18), dtype=float32)"
