,0,1,2,3,4,5
0,[10 2 1 2 6 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([0.8174612 1.2475748 2.0715485 1.2407655 0.9669408 1.       ], shape=(6,), dtype=float32)",0.0,[10 3 1 2 6 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 0.8174612   1.2475748   2.0715485   1.2407655   0.9669408   1.474027
   2.399241    0.63517964  0.0436979   0.8716127  -0.832735    0.48105422
   0.07067825  1.3067693   1.7176275   1.5941745   0.50654334  1.4115272 ]], shape=(1, 18), dtype=float32)"
1,[10 3 1 2 6 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([0.761318  1.2494311 2.0299597 1.2944535 1.0409365 1.       ], shape=(6,), dtype=float32)",4.0,[11 1 0 0 0 0 0 1 2 6 5 4 0 2 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 0.761318    1.2494311   2.0299597   1.2944535   1.0409365   1.5720451
   2.323169    0.7306832   0.15062363  0.7909613  -0.8304259   0.5330942
   0.13300483  1.2379261   1.8283024   1.5845234   0.3531905   1.3964132 ]], shape=(1, 18), dtype=float32)"
2,[11 1 0 0 0 0 0 1 2 6 5 4 0 2 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([1.0002131 0.763458  1.549805  1.1590832 2.4092362 6.       ], shape=(6,), dtype=float32)",0.4,[11 2 1 2 6 6 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.0002131   0.763458    1.549805    1.1590832   2.4092362   2.1824055
   1.042175    0.69429     1.6673927   1.6404065   0.0056389   2.7507396
  -0.01664908  1.2624112   0.36455345 -0.29520807  0.91074604  0.4456455 ]], shape=(1, 18), dtype=float32)"
3,[11 2 1 2 6 6 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],[0 1 1 0 0 5],0.1,[11 3 1 2 6 6 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 0.92173904  1.430881    2.429347    0.9133858   1.5174985   1.948407
   1.5421311   0.693154   -0.20096226  1.0181239  -1.552345    1.3966432
   0.5306996   2.3969197   1.1551421   1.8745267   0.27365732  1.770578  ]], shape=(1, 18), dtype=float32)"
4,[11 3 1 2 6 6 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([0.9587665 1.1947747 2.3111393 1.2868079 1.3669722 1.       ], shape=(6,), dtype=float32)",0.0,[12 1 0 0 0 0 0 1 2 2 6 6 0 2 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 0.9587665   1.1947747   2.3111393   1.2868079   1.3669722   1.9446032
   2.1970408   0.90347457  0.09132417  0.91007143 -0.96699196  0.89298236
   0.41827548  1.5453602   1.6505948   1.5417054   0.3555919   1.5405918 ]], shape=(1, 18), dtype=float32)"
5,[12 1 0 0 0 0 0 1 2 2 6 6 0 2 0 0 0 0 0 0 0 0 0 0 0],[ 0  0  1  0  1 12],0.2,[12 2 5 5 0 0 0 4 5 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.0551025   1.1014231   1.9452527   1.4670992   2.4672086   2.3822353
   0.955271    0.48679987  1.6487914   1.6468312  -0.20194584  2.8324668
  -0.10131519  1.6594764   0.61242646  0.35544738  0.4783274   0.34743583]], shape=(1, 18), dtype=float32)"
6,[12 2 5 5 0 0 0 4 5 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([0.46157622 1.7618898  2.2026935  1.22126    2.3937116  6.        ], shape=(6,), dtype=float32)",0.2,[12 3 5 5 5 2 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[ 0.46157622  1.7618898   2.2026935   1.22126     2.3937116   2.0478954
   1.0342495   0.8957867   0.6426022   1.5240883  -1.0514632   3.2076392
   0.05985314  2.2822385   0.81229675  0.34518248  1.0453559   1.6422074 ]], shape=(1, 18), dtype=float32)"
7,[12 3 5 5 5 2 0 5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([1.0673374 1.3848522 2.4944305 1.2946026 2.5082037 6.       ], shape=(6,), dtype=float32)",44.0,[13 1 0 0 0 0 0 6 4 5 1 5 0 2 0 0 0 0 22 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.0673374   1.3848522   2.4944305   1.2946026   2.5082037   2.3518996
   2.1686928   1.5393535   0.6552352   0.9485131  -0.7618061   2.3536203
   0.91465706  1.598497    1.4153466   1.3248378   1.5520136   2.1658692 ]], shape=(1, 18), dtype=float32)"
8,[13 1 0 0 0 0 0 6 4 5 1 5 0 2 0 0 0 0 22 0 0 0 0 0 0],"tf.Tensor([ 2.1192098  -0.17865309  2.4871736   0.89510244  1.7930206   0.        ], shape=(6,), dtype=float32)",0.30000000000000004,[13 2 6 4 4 0 0 0 4 0 3 0 0 2 0 0 0 0 22 0 0 0 0 0 0],False,"tf.Tensor(
[[ 2.1192098  -0.17865309  2.4871736   0.89510244  1.7930206   3.5327919
   2.2012715   0.4782663   2.4599986   2.832492    1.1346565   1.6240282
   1.5913931   2.3141763  -0.14046815  0.5703062  -0.05863382  1.192654  ]], shape=(1, 18), dtype=float32)"
9,[13 2 6 4 4 0 0 0 4 0 3 0 0 2 0 0 0 0 22 0 0 0 0 0 0],"tf.Tensor([1.872249  1.4208648 2.596154  2.1234598 1.719666  0.       ], shape=(6,), dtype=float32)",0.2,[13 3 6 4 4 4 3 0 0 0 0 0 0 2 0 0 0 0 22 0 0 0 0 0 0],False,"tf.Tensor(
[[ 1.872249   1.4208648  2.596154   2.1234598  1.719666   2.9473922
   2.7850258 -0.2115556  1.273648   1.9328309  0.3990446  1.4041221
   0.1237823  1.1078949  2.361548   1.5674468  0.7963236  1.0926074]], shape=(1, 18), dtype=float32)"
