,0,1,2,3,4,5
0,[10 2 2 6 6 5 0 0 6 0 0 0 1 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([3.0506408  0.91393906 2.7442715  2.2244363  3.0535889  0.        ], shape=(6,), dtype=float32)",0.1,[10 3 2 6 6 5 6 0 0 0 0 0 1 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[ 3.0506408   0.91393906  2.7442715   2.2244363   3.0535889   3.486111
   3.1049008   0.9420268   1.4891356   2.3678098  -0.00697766  2.2227166
   1.2587242   1.138376    2.35853     0.7725608   1.7050682   1.7486479 ]], shape=(1, 18), dtype=float32)"
1,[10 3 2 6 6 5 6 0 0 0 0 0 1 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([2.5220773 0.4870861 3.5878239 1.3182718 1.7060045 0.       ], shape=(6,), dtype=float32)",-1.0,[11 1 0 0 0 0 0 2 3 6 6 5 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[2.5220773 0.4870861 3.5878239 1.3182718 1.7060045 4.4850245 4.437109
  1.3408275 1.9301472 3.164474  1.8580726 0.8615017 1.6888211 1.2604301
  2.5150886 1.3303326 1.2984782 2.6108427]], shape=(1, 18), dtype=float32)"
2,[11 1 0 0 0 0 0 2 3 6 6 5 0 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([ 3.35      -0.4052305  3.5141828  1.9766922  3.602244   0.       ], shape=(6,), dtype=float32)",0.4,[11 2 6 5 4 6 0 0 2 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[ 3.35       -0.4052305   3.5141828   1.9766922   3.602244    4.6897664
   3.4066696   0.11178997  4.203311    1.7744359   2.146476    3.693584
   1.1717894   1.7667493   1.9985939   0.24466719  2.8265898   1.5915738 ]], shape=(1, 18), dtype=float32)"
3,[11 2 6 5 4 6 0 0 2 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([3.0825753 0.0991373 3.065453  1.8156278 2.899337  0.       ], shape=(6,), dtype=float32)",0.0,[11 3 6 5 4 6 0 0 1 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[3.0825753  0.0991373  3.065453   1.8156278  2.899337   3.980302
  3.483475   1.0481346  1.7879008  2.5631711  0.77434295 1.8388829
  1.3500711  0.8392844  2.177924   0.97858196 2.0895355  2.093897  ]], shape=(1, 18), dtype=float32)"
4,[11 3 6 5 4 6 0 0 1 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([ 2.9306054  -0.01929575  3.0887425   1.7598894   2.8604636   0.        ], shape=(6,), dtype=float32)",0.0,[12 1 0 0 0 0 0 6 6 5 4 6 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[ 2.9306054  -0.01929575  3.0887425   1.7598894   2.8604636   4.1552014
   3.647705    1.148363    2.0745883   2.5637884   1.0587877   1.894427
   1.4410248   0.69941264  2.1720781   0.9444064   2.2546554   2.2607236 ]], shape=(1, 18), dtype=float32)"
5,[12 1 0 0 0 0 0 6 6 5 4 6 0 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([ 3.1955602  -0.03853782  2.9787586   1.9398483   3.6568255   0.        ], shape=(6,), dtype=float32)",0.4,[12 2 6 6 2 4 0 0 2 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[ 3.1955602  -0.03853782  2.9787586   1.9398483   3.6568255   4.295559
   3.2712095   0.04514967  4.2305794   2.3149521   1.7420714   3.307285
   1.18546     1.8507127   1.3367925  -0.2904978   2.3192067   1.5727224 ]], shape=(1, 18), dtype=float32)"
6,[12 2 6 6 2 4 0 0 2 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([2.862363   0.14658344 2.7053351  1.9193426  3.1353736  0.        ], shape=(6,), dtype=float32)",0.0,[12 3 6 6 2 4 0 0 3 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[2.862363   0.14658344 2.7053351  1.9193426  3.1353736  3.6891425
  2.9031878  0.72447133 2.222194   2.3152993  0.6262686  2.3456962
  1.2018697  0.7789329  1.9144734  0.5853453  2.1691637  1.829927  ]], shape=(1, 18), dtype=float32)"
7,[12 3 6 6 2 4 0 0 3 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([2.7070587  0.23180504 2.656406   1.9939756  3.1792486  0.        ], shape=(6,), dtype=float32)",0.0,[13 1 0 0 0 0 0 6 5 6 2 4 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[2.7070587  0.23180504 2.656406   1.9939756  3.1792486  3.65654
  2.7950363  0.6440557  2.3827832  2.2486877  0.52231526 2.587578
  1.0909446  0.80738163 1.9017932  0.5217099  2.2627654  1.8235012 ]], shape=(1, 18), dtype=float32)"
8,[13 1 0 0 0 0 0 6 5 6 2 4 0 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([ 3.33726    -0.46696582  3.0233865   1.7931186   3.4357405   0.        ], shape=(6,), dtype=float32)",0.4,[13 2 2 2 3 2 0 0 5 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[ 3.33726    -0.46696582  3.0233865   1.7931186   3.4357405   4.409547
   3.238619    0.31374213  4.1296344   2.5947847   1.7996868   3.1114028
   1.5121273   1.8074033   1.0328302  -0.2533628   2.2454224   1.5456707 ]], shape=(1, 18), dtype=float32)"
9,[13 2 2 2 3 2 0 0 5 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],"tf.Tensor([2.531873   0.04765251 2.507003   1.68336    2.558043   0.        ], shape=(6,), dtype=float32)",0.0,[13 3 2 2 3 2 0 0 3 0 0 0 0 4 0 0 0 0 21 0 0 0 0 0 14],False,"tf.Tensor(
[[ 2.531873    0.04765251  2.507003    1.68336     2.558043    3.707646
   2.4440444  -0.10768405  2.558064    2.0148685   0.68473494  2.1920116
   0.5883234   1.6248984   1.549074    0.7129093   1.5808356   1.5326035 ]], shape=(1, 18), dtype=float32)"
