,0,1,2,3,4,5
0,[10 2 1 1 4 4 5 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([3.2806804 2.531916  3.0821981 4.070699  1.4800411 6.       ], shape=(6,), dtype=float32)",0.0,[10 3 1 1 4 4 5 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[ 3.2806804  2.531916   3.0821981  4.070699   1.4800411  6.6386485
   8.972993   9.3826885  8.103813   8.017396   9.895078  10.15056
   7.2214518  6.829356   9.198832   8.421307   8.0190115  8.80501  ]], shape=(1, 18), dtype=float32)"
1,[10 3 1 1 4 4 5 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([3.2728887 2.5191429 3.1665192 4.1018915 1.6054859 6.       ], shape=(6,), dtype=float32)",0.0,[11 1 0 0 0 0 0 1 1 4 4 5 0 2 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[ 3.2728887  2.5191429  3.1665192  4.1018915  1.6054859  6.72153
   9.1901045  9.449572   8.241014   8.154102  10.026205  10.227968
   7.489804   6.9002833  9.399598   8.563431   8.11934    8.986283 ]], shape=(1, 18), dtype=float32)"
2,[11 1 0 0 0 0 0 1 1 4 4 5 0 2 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([3.2206173 2.74159   4.37403   4.0070662 1.960032  6.       ], shape=(6,), dtype=float32)",0.5,[11 2 2 6 3 5 4 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[ 3.2206173  2.74159    4.37403    4.0070662  1.960032   6.527737
   9.51791    9.288702   8.228477   7.7551947  9.48886   10.365619
   8.519358   7.1419525  9.151867   8.290119   9.508944   7.8799872]], shape=(1, 18), dtype=float32)"
3,[11 2 2 6 3 5 4 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([3.5569463 3.1089435 3.5042753 4.0557604 2.5259848 6.       ], shape=(6,), dtype=float32)",0.0,[11 3 2 6 3 5 4 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[ 3.5569463  3.1089435  3.5042753  4.0557604  2.5259848  7.47164
  10.584886  10.109994   9.75774    9.658473  10.70658   10.794478
   8.790278   8.336297  10.554449   9.46598    8.908331   9.807944 ]], shape=(1, 18), dtype=float32)"
4,[11 3 2 6 3 5 4 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([3.545988  3.0781076 3.5915887 4.068956  2.6548395 6.       ], shape=(6,), dtype=float32)",0.0,[12 1 0 0 0 0 0 2 6 3 5 4 0 2 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[ 3.545988   3.0781076  3.5915887  4.068956   2.6548395  7.5577493
  10.812297  10.185688   9.908101   9.814612  10.836994  10.892738
   9.053884   8.404667  10.758506   9.604279   9.007332   9.99135  ]], shape=(1, 18), dtype=float32)"
5,[12 1 0 0 0 0 0 2 6 3 5 4 0 2 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([3.587392  2.7127192 4.193895  4.094599  2.2896016 6.       ], shape=(6,), dtype=float32)",0.5,[12 2 3 6 1 3 3 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[ 3.587392   2.7127192  4.193895   4.094599   2.2896016  6.904822
  10.214055   9.816392   8.489505   8.078865   9.97122   10.607424
   8.939668   7.9506416  9.40424    8.937256   9.625937   8.329987 ]], shape=(1, 18), dtype=float32)"
6,[12 2 3 6 1 3 3 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],[ 0  0  1  0  0 12],0.0,[12 3 3 6 1 3 3 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[ 3.4115272  2.6851416  3.6085672  3.573414   2.2049053  7.083196
  10.374141   9.727721   9.555357   9.33604   10.01087   10.409231
   8.281409   7.687187  10.064132   9.005871   8.522559   9.172389 ]], shape=(1, 18), dtype=float32)"
7,[12 3 3 6 1 3 3 0 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([3.3868585 2.6518888 3.6898797 3.5838938 2.3350487 1.       ], shape=(6,), dtype=float32)",-4.0,[13 1 0 0 0 0 0 3 6 1 3 3 0 0 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[ 3.3868585  2.6518888  3.6898797  3.5838938  2.3350487  7.164284
  10.616347   9.782805   9.696412   9.481717  10.130682  10.483818
   8.551065   7.7606025 10.265472   9.1435995  8.613794   9.346674 ]], shape=(1, 18), dtype=float32)"
8,[13 1 0 0 0 0 0 3 6 1 3 3 0 0 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([3.4877763 1.9387935 3.7838545 3.7757292 1.5531996 6.       ], shape=(6,), dtype=float32)",0.5,[13 2 4 1 5 3 2 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[3.4877763 1.9387935 3.7838545 3.7757292 1.5531996 6.3512797 9.527238
  9.467725  7.934035  7.7730594 9.313327  9.927271  7.7722254 6.738729
  8.943668  8.207409  8.60851   8.033139 ]], shape=(1, 18), dtype=float32)"
9,[13 2 4 1 5 3 2 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 26],"tf.Tensor([2.7319396 1.6896647 3.2009912 3.5160625 1.29018   6.       ], shape=(6,), dtype=float32)",0.0,[13 3 4 1 5 3 2 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 26],False,"tf.Tensor(
[[2.7319396 1.6896647 3.2009912 3.5160625 1.29018   6.45818   9.377667
  9.157385  8.473843  8.843095  9.458462  9.938353  7.235531  5.8673906
  9.875336  8.676853  7.129775  9.312457 ]], shape=(1, 18), dtype=float32)"
