,0,1,2,3,4,5
0,[10 2 2 4 1 3 2 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 30 0 0],"tf.Tensor([ 2.8989413  3.7780242  2.3951056  2.2567003  2.3918347 11.       ], shape=(6,), dtype=float32)",0.0,[10 3 2 4 1 3 2 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[2.8989413 3.7780242 2.3951056 2.2567003 2.3918347 2.9399192 3.1506636
  3.7758746 4.677733  3.5926497 2.7401853 2.1435301 3.4065623 2.8165452
  5.0747766 2.5146925 5.146967  3.0479672]], shape=(1, 18), dtype=float32)"
1,[10 3 2 4 1 3 2 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 30 0 0],[0 0 0 1 0 1],8.0,[11 1 0 0 0 0 0 2 4 1 3 2 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[2.990455  3.8535194 2.39818   2.3116386 2.4264145 3.0378907 3.2053251
  3.8551178 4.6961975 3.6170027 2.794325  2.209732  3.5248213 2.887524
  5.1740966 2.5963275 5.2893567 3.0931315]], shape=(1, 18), dtype=float32)"
2,[11 1 0 0 0 0 0 2 4 1 3 2 0 4 0 8 0 0 0 0 0 0 30 0 0],"tf.Tensor([3.3305864 3.3349776 2.4915068 2.263162  2.3733854 9.       ], shape=(6,), dtype=float32)",0.5,[11 2 1 5 3 4 6 0 0 0 0 0 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[3.3305864 3.3349776 2.4915068 2.263162  2.3733854 3.4670482 3.8009322
  3.6088233 4.9110746 3.640591  2.7992182 1.8736508 3.8665686 2.8835876
  5.606087  2.8124645 5.4946165 3.187201 ]], shape=(1, 18), dtype=float32)"
3,[11 2 1 5 3 4 6 0 0 0 0 0 0 4 0 8 0 0 0 0 0 0 30 0 0],"tf.Tensor([2.8474884 3.4347005 2.7857358 2.1296494 2.2765265 9.       ], shape=(6,), dtype=float32)",0.0,[11 3 1 5 3 4 6 0 0 0 0 0 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[2.8474884 3.4347005 2.7857358 2.1296494 2.2765265 3.0024288 3.6780713
  3.4671638 5.2143335 3.8848205 2.4923017 1.4676714 3.338917  2.7051392
  5.3340745 2.4270966 4.763903  3.3414698]], shape=(1, 18), dtype=float32)"
4,[11 3 1 5 3 4 6 0 0 0 0 0 0 4 0 8 0 0 0 0 0 0 30 0 0],"tf.Tensor([2.8842306 3.5037284 2.7955024 2.1367638 2.2930925 9.       ], shape=(6,), dtype=float32)",0.0,[12 1 0 0 0 0 0 1 5 3 4 6 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[2.8842306 3.5037284 2.7955024 2.1367638 2.2930925 3.0489333 3.7271924
  3.5301342 5.2350645 3.9390273 2.5085313 1.5225465 3.4176311 2.7572842
  5.418759  2.474673  4.8264117 3.3682551]], shape=(1, 18), dtype=float32)"
5,[12 1 0 0 0 0 0 1 5 3 4 6 0 4 0 8 0 0 0 0 0 0 30 0 0],[ 1  0  0  0  1 12],0.2,[12 2 2 5 0 0 0 0 3 2 1 0 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[3.4066837 3.7309597 2.543697  2.3409774 2.2846377 3.661818  3.4997466
  3.814979  4.738314  3.6609547 2.5903707 1.8233616 4.0982785 3.17314
  5.858568  2.9235363 5.539018  3.2655573]], shape=(1, 18), dtype=float32)"
6,[12 2 2 5 0 0 0 0 3 2 1 0 0 4 0 8 0 0 0 0 0 0 30 0 0],[0 1 0 0 0 4],0.1,[12 3 2 5 3 0 0 0 0 1 5 0 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[3.1269522 3.8162756 2.54239   2.1676044 1.93082   3.2718613 3.8308158
  3.9565363 4.7907124 3.8484118 2.5251756 2.1329954 3.621652  3.1429722
  5.5664473 2.9034631 5.0833173 3.1852887]], shape=(1, 18), dtype=float32)"
7,[12 3 2 5 3 0 0 0 0 1 5 0 0 4 0 8 0 0 0 0 0 0 30 0 0],"tf.Tensor([3.0925632 3.8412514 2.5022488 1.7790419 2.2759154 9.       ], shape=(6,), dtype=float32)",0.0,[13 1 0 0 0 0 0 2 6 5 6 5 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[3.0925632 3.8412514 2.5022488 1.7790419 2.2759154 3.7756145 4.449823
  3.8489718 5.2483616 3.995122  1.9895184 1.5891747 4.0974193 3.421428
  5.870456  2.9730072 5.1314154 3.2887433]], shape=(1, 18), dtype=float32)"
8,[13 1 0 0 0 0 0 2 6 5 6 5 0 4 0 8 0 0 0 0 0 0 30 0 0],"tf.Tensor([3.8507357 4.37854   2.7518716 2.5704181 2.878683  9.       ], shape=(6,), dtype=float32)",0.5,[13 2 3 1 5 2 1 0 0 0 0 0 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[3.8507357 4.37854   2.7518716 2.5704181 2.878683  4.384551  4.0040674
  4.358549  5.1524854 3.8851871 2.8809268 2.5154092 5.02531   4.1505504
  6.4683623 3.4682689 6.340177  3.8178153]], shape=(1, 18), dtype=float32)"
9,[13 2 3 1 5 2 1 0 0 0 0 0 0 4 0 8 0 0 0 0 0 0 30 0 0],"tf.Tensor([3.0836625 3.6432037 2.5205054 1.9568113 2.3842626 9.       ], shape=(6,), dtype=float32)",0.0,[13 3 3 1 5 2 1 0 0 0 0 0 0 4 0 8 0 0 0 0 0 0 30 0 0],False,"tf.Tensor(
[[3.0836625 3.6432037 2.5205054 1.9568113 2.3842626 3.4421616 4.1053257
  3.675502  5.257227  3.8050597 2.3767104 1.7172201 3.7730575 3.1202393
  5.5563946 2.8141847 5.0058894 3.3693368]], shape=(1, 18), dtype=float32)"
10,[13 3 3 1 5 2 1 0 0 0 0 0 0 4 0 8 0 0 0 0 0 0 30 0 0],"tf.Tensor([3.1525147 3.6863782 2.538571  2.0409303 2.400929  9.       ], shape=(6,), dtype=float32)",0.0,[14 1 0 0 0 0 0 3 1 5 2 1 0 4 0 8 0 0 0 0 0 0 30 0 0],True,"tf.Tensor(
[[3.1525147 3.6863782 2.538571  2.0409303 2.400929  3.5005105 4.180962
  3.7384086 5.3073044 3.8641832 2.4484956 1.7401407 3.8196313 3.1295469
  5.6578083 2.8997042 5.1225195 3.4250057]], shape=(1, 18), dtype=float32)"
11,[1 1 0 0 0 0 0 2 1 1 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.9144053  2.416234   1.3297896  1.3209264  2.7196782 11.       ], shape=(6,), dtype=float32)",0.5,[1 2 2 1 1 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[1.9144053 2.416234  1.3297896 1.3209264 2.7196782 2.4527948 2.6888583
  1.6696026 3.1167488 1.1996565 2.0513403 2.0813823 2.959914  2.8824139
  2.1901162 2.4159603 3.2294881 2.0245936]], shape=(1, 18), dtype=float32)"
12,[1 2 2 1 1 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([2.1591992 2.34938   1.4541632 2.0208957 2.5238743 7.       ], shape=(6,), dtype=float32)",0.0,[1 3 2 1 1 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.1591992 2.34938   1.4541632 2.0208957 2.5238743 1.8932409 1.7926619
  2.0851653 2.7435052 1.6489271 2.3708851 1.5908409 2.7743454 2.0891569
  2.280299  2.5742893 2.6025681 2.5759861]], shape=(1, 18), dtype=float32)"
13,[1 3 2 1 1 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([2.2443829 2.3606694 1.5177879 2.1028302 2.6242318 7.       ], shape=(6,), dtype=float32)",0.0,[2 1 0 0 0 0 0 2 1 1 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.2443829 2.3606694 1.5177879 2.1028302 2.6242318 1.9825366 1.8803773
  2.148479  2.840598  1.707509  2.4645863 1.6222646 2.9060402 2.124793
  2.4017062 2.6868355 2.7043176 2.6932151]], shape=(1, 18), dtype=float32)"
14,[2 1 0 0 0 0 0 2 1 1 4 6 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.0075095  2.379109   1.3405747  1.3698359  2.7962215 11.       ], shape=(6,), dtype=float32)",0.5,[2 2 3 2 2 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.0075095 2.379109  1.3405747 1.3698359 2.7962215 2.6061022 2.8917842
  1.7953882 3.274584  1.2416234 2.0945528 2.135478  3.0455408 2.9439976
  2.2728915 2.4916513 3.3643863 2.1013114]], shape=(1, 18), dtype=float32)"
15,[2 2 3 2 2 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.4622507  2.2895913  1.4607906  2.3346474  2.6972964 12.       ], shape=(6,), dtype=float32)",0.0,[2 3 3 2 2 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.4622507 2.2895913 1.4607906 2.3346474 2.6972964 2.1506598 2.1519852
  2.4638987 2.8626618 1.7860087 2.6299849 2.0902443 3.0561943 2.1208534
  2.6812234 3.0153317 3.0463011 3.0733547]], shape=(1, 18), dtype=float32)"
16,[2 3 3 2 2 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([2.4959328 2.319279  1.5526117 2.3708878 2.7937927 7.       ], shape=(6,), dtype=float32)",0.0,[3 1 0 0 0 0 0 3 2 2 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.4959328 2.319279  1.5526117 2.3708878 2.7937927 2.2159417 2.3290544
  2.5200217 2.9934556 1.8759866 2.7286034 2.1332603 3.2031093 2.188555
  2.8059895 3.1297834 3.1205637 3.1743758]], shape=(1, 18), dtype=float32)"
17,[3 1 0 0 0 0 0 3 2 2 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.237427   2.3691883  1.3083931  1.5301222  2.9890184 11.       ], shape=(6,), dtype=float32)",0.5,[3 2 4 1 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.237427  2.3691883 1.3083931 1.5301222 2.9890184 2.8775203 3.0937262
  1.9837081 3.414681  1.4058354 2.2107382 2.12695   3.2782693 3.2093048
  2.4674842 2.6835845 3.5695333 2.3174849]], shape=(1, 18), dtype=float32)"
18,[3 2 4 1 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 1 0 0 5],0.0,[3 3 4 1 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.6455164 2.2750742 1.7009352 2.6388888 2.9008114 2.3847394 2.8553967
  2.9263463 3.1706188 1.9380525 2.9604323 2.8001835 3.3940432 2.0974503
  3.087363  3.5853224 3.5612206 3.5696137]], shape=(1, 18), dtype=float32)"
19,[3 3 4 1 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.6907806  2.2918973  1.8215781  2.698082   2.9246998 11.       ], shape=(6,), dtype=float32)",0.0,[4 1 0 0 0 0 0 4 1 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.6907806 2.2918973 1.8215781 2.698082  2.9246998 2.4273112 2.9770799
  3.01287   3.2834387 2.0259304 3.0555367 2.8539717 3.4879518 2.1037943
  3.233351  3.6465528 3.666779  3.6574883]], shape=(1, 18), dtype=float32)"
20,[4 1 0 0 0 0 0 4 1 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.532622   2.695094   1.381428   1.9463749  3.2526278 11.       ], shape=(6,), dtype=float32)",0.5,[4 2 6 4 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False,"tf.Tensor(
[[2.532622  2.695094  1.381428  1.9463749 3.2526278 3.38315   3.6319091
  2.2565403 3.7845252 1.4951874 2.4228818 2.512561  3.6669147 3.8470993
  3.0228963 2.9407222 4.459453  2.5320241]], shape=(1, 18), dtype=float32)"
